URL,Pageviews,Unique_Pageviews,Avg_Time_on_Page,Entrances,Bounce_Rate,%_Exit,OBJECTID
/opendata.dc.gov/datasets?q=parks,360,265,0:00:23,9,0.00%,2.50%,253
/opendata.dc.gov/datasets/d6c70978daa8461992658b69dccb3dbf_24,359,193,0:00:32,39,0.00%,6.41%,254
/opendata.dc.gov/datasets?q=*&sort_by=relevance,356,188,0:00:23,21,14.29%,8.71%,255
/opendata.dc.gov/datasets?q=taxi,356,247,0:01:48,70,23.88%,43.54%,256
/opendata.dc.gov/datasets/0a0ff97967fb413b91d5cf444ed82fce_6,355,194,0:00:47,39,10.26%,9.01%,257
/opendata.dc.gov/datasets/national-parks,355,301,0:02:29,5,16.67%,18.59%,258
/opendata.dc.gov/datasets/topography-2-foot-contours,355,316,0:03:10,44,43.18%,33.52%,259
/opendata.dc.gov/datasets/5b0d63150e2c4c47b5b21db73a4fd928_3,354,168,0:00:33,37,0.00%,8.47%,260
/opendata.dc.gov/datasets/9d8e09cb7403445ca8b4354cac6ae776_54,354,198,0:00:33,38,9.76%,7.91%,261
/opendata.dc.gov/datasets/c3aadfc8c6ca4a799870b0985a64df74_10,354,189,0:00:24,127,7.63%,12.71%,262
/opendata.dc.gov/datasets/metro-lines-regional,354,280,0:02:00,12,33.33%,24.58%,263
/opendata.dc.gov/datasets/a0225495cda9411db0373a1db40a64d5_21,353,182,0:00:51,46,12.50%,9.63%,264
/opendata.dc.gov/datasets/9927e456ac024b11811323812934edbb_12,352,197,0:00:39,31,6.45%,7.67%,265
/opendata.dc.gov/datasets?q=building,350,267,0:00:28,10,0.00%,4.29%,266
/opendata.dc.gov/datasets/14eb1c6b576940c7b876ebafb227febe_10,350,198,0:00:57,18,4.55%,7.14%,267
/opendata.dc.gov/datasets?q=*&keyword=transportation&sort_by=updated_at,349,186,0:00:24,10,0.00%,4.87%,268
/opendata.dc.gov/datasets/economic-development-zones,349,278,0:01:11,71,38.89%,19.20%,269
/opendata.dc.gov/datasets/crashes-in-dc/data,348,265,0:03:30,10,10.00%,25.86%,270
/opendata.dc.gov/datasets?content=spatial dataset,345,274,0:00:24,9,44.44%,6.96%,271
/opendata.dc.gov/datasets/rodent-inspection-and-treatment-in-last-30-days,340,301,0:01:56,212,59.35%,57.35%,272
/opendata.dc.gov/datasets?keyword=apr2016,339,161,0:00:05,4,0.00%,2.36%,273
/opendata.dc.gov/datasets/47be87a68e7a4376a3bdbe15d85de398_6,338,177,0:00:35,33,3.03%,7.10%,274
/opendata.dc.gov/datasets/6f0a385e6f49467ead6888b939eb2e3f_65,338,186,0:01:14,55,7.14%,13.61%,275
/opendata.dc.gov/datasets/cityworks-service-requests,338,262,0:01:10,75,17.50%,19.23%,276
/opendata.dc.gov/datasets/04dc606916cf417dbeef6b2f2a777bce_26,335,158,0:01:32,22,23.81%,8.96%,277
/opendata.dc.gov/datasets/bicycle-lanes,335,255,0:02:19,11,21.43%,19.10%,278
/opendata.dc.gov/datasets/db65ff0038ed4270acb1435d931201cf_24,335,173,0:01:06,19,4.35%,9.55%,279
/opendata.dc.gov/datasets/hospitals,335,286,0:02:13,5,0.00%,21.49%,280
/opendata.dc.gov/datasets?q=historic,334,247,0:01:21,8,20.00%,11.98%,281
/opendata.dc.gov/datasets?q=boundary,333,267,0:00:27,16,25.00%,4.20%,282
/opendata.dc.gov/datasets/certified-business-enterprise,333,212,0:00:54,10,10.00%,10.51%,283
/opendata.dc.gov/datasets?page=5,332,274,0:00:23,3,0.00%,2.71%,284
/opendata.dc.gov/datasets/129ab64080b74725944112008df2bd59_18,331,182,0:00:36,120,11.29%,16.62%,285
/opendata.dc.gov/datasets/fcfbf29074e549d8aff9b9c708179291_1,331,188,0:00:36,26,7.41%,7.55%,286
/opendata.dc.gov/datasets/fc7da7bd29d4493481b17d032e117d09_0,328,186,0:00:39,76,11.39%,10.98%,287
/opendata.dc.gov/datasets?q=lidar,327,255,0:01:31,39,43.75%,26.61%,288
/opendata.dc.gov/datasets/city-service-requests-in-2017,327,247,0:02:12,20,9.52%,23.24%,289
/opendata.dc.gov/datasets/building-permits-in-2017/data,326,268,0:03:52,34,16.22%,34.36%,290
/opendata.dc.gov/datasets/census-tracts-in-2010/data,326,255,0:03:36,14,30.77%,20.86%,291
/opendata.dc.gov/datasets/police-stations,326,272,0:01:26,4,16.67%,13.19%,292
/opendata.dc.gov/datasets?q=school,325,211,0:00:33,10,0.00%,4.00%,293
/opendata.dc.gov/datasets/014f4b4f94ea461498bfeba877d92319_56,325,171,0:00:41,27,8.33%,6.46%,294
/opendata.dc.gov/datasets/01d0ff375695466d93d1fa2a976e2bdd_5,325,171,0:00:24,105,9.01%,14.46%,295
/opendata.dc.gov/datasets/charter-schools,324,266,0:01:49,10,20.00%,12.35%,296
/opendata.dc.gov/datasets/green-sites-and-amenities-,324,255,0:01:32,7,11.11%,11.42%,297
/opendata.dc.gov/datasets?q=traffic,322,235,0:00:39,7,25.00%,6.21%,298
/opendata.dc.gov/datasets/dc747eff01ba42c99dec8665bad55ae5_1,320,221,0:00:37,15,0.00%,5.94%,299
/opendata.dc.gov/datasets?page=3&q=environment,319,227,0:00:24,1,0.00%,2.19%,300
/opendata.dc.gov/datasets/2335ba275c3f4320a3113f13181eab56_9,316,163,0:00:34,66,4.17%,6.01%,301
/opendata.dc.gov/datasets/71432cce5f3d40e799245d781ab8c00d_42,316,176,0:00:19,147,15.65%,19.30%,302
/opendata.dc.gov/datasets/parcel-property-scans,316,228,0:00:31,2,50.00%,3.48%,303
/opendata.dc.gov/datasets?q=road,315,212,0:00:23,12,0.00%,3.17%,304
/opendata.dc.gov/datasets/utility-poles,315,250,0:02:04,101,31.07%,30.79%,305
/opendata.dc.gov/datasets?q=food,314,198,0:00:22,6,0.00%,2.87%,306
/opendata.dc.gov/datasets/2acc75ccdd954267acecb8713b2b800a_28,314,166,0:00:58,39,0.00%,11.15%,307
/opendata.dc.gov/datasets?q=land use,308,203,0:00:46,8,0.00%,3.90%,308
/opendata.dc.gov/datasets/0c704ecb6873479387c0e26517a1dc51_26,305,148,0:00:31,52,7.55%,10.49%,309
/opendata.dc.gov/datasets/8e602ef5080e4343913702452ddf71d4_16,305,172,0:00:36,33,6.06%,6.23%,310
/opendata.dc.gov/datasets?page=3&q=economic,303,214,0:00:21,4,50.00%,3.63%,311
/opendata.dc.gov/datasets/a3832935b1d644e48c887e6ec5a65fcd_1,302,150,0:00:26,9,11.11%,5.30%,312
/opendata.dc.gov/datasets/f04d51890b93452490e9702efd64a8a8_51,302,167,0:00:48,29,16.67%,5.96%,313
/opendata.dc.gov/datasets/urban-tree-canopy-at-parcel-level,302,218,0:01:38,2,0.00%,11.59%,314
/opendata.dc.gov/datasets/684d0b80a2024dbc88b1e3c4b3fc6171_28,301,163,0:00:40,20,0.00%,4.98%,315
/opendata.dc.gov/datasets/14d9f44e81914b0cb9a7c622fe237a94_39,300,147,0:01:06,16,5.00%,6.00%,316
/opendata.dc.gov/datasets/6af5cb8dc38e4bcbac8168b27ee104aa_38,298,240,0:01:37,20,20.00%,19.80%,317
/opendata.dc.gov/datasets/db24f3b7de994501aea97ce05a50547e_10,298,156,0:00:16,36,13.51%,12.75%,318
/opendata.dc.gov/datasets/aab8213fd7de4e548ffecdd4820815a3_0,297,168,0:00:20,76,15.79%,16.84%,319
/opendata.dc.gov/datasets?page=2&q=structure,295,200,0:00:21,0,0.00%,3.39%,320
/opendata.dc.gov/datasets?page=6,295,243,0:00:32,4,0.00%,2.71%,321
/opendata.dc.gov/datasets/bike-trails,295,241,0:01:57,21,9.52%,19.66%,322
/opendata.dc.gov/datasets/address-residential-units,293,193,0:01:05,15,26.67%,11.60%,323
/opendata.dc.gov/datasets/05d048a0aa4845c6a0912f3a9f216992_6,292,171,0:00:57,31,3.03%,6.16%,324
/opendata.dc.gov/datasets/adbb63799c9944ed9ae3cf82bd8f2fd5_3/data,292,180,0:01:27,86,6.98%,26.37%,325
/opendata.dc.gov/datasets/integrated-tax-system-public-extract-vacant-property,292,186,0:01:58,14,14.29%,12.67%,326
/opendata.dc.gov/datasets?page=5&q=transportation,289,254,0:00:23,0,0.00%,2.77%,327
/opendata.dc.gov/datasets/recreation-facilities,289,239,0:02:08,8,11.11%,13.49%,328
/opendata.dc.gov/datasets?page=4&q=environment,287,196,0:00:19,2,50.00%,2.44%,329
/opendata.dc.gov/datasets/a5fccbd942ac4edd85958bf4366ef4f4_99,287,154,0:00:33,97,9.90%,11.50%,330
/opendata.dc.gov/datasets/b8e5fb96e36943f88bdcec7f6001e13c_31,287,174,0:00:45,58,8.77%,14.98%,331
/opendata.dc.gov/datasets/census-blocks-2010,286,225,0:01:38,2,0.00%,15.03%,332
/opendata.dc.gov/datasets/major-roads,286,249,0:01:59,3,0.00%,16.43%,333
/opendata.dc.gov/datasets/tax-lots,286,229,0:01:36,10,20.00%,11.89%,334
/opendata.dc.gov/datasets/census-tracts-by-population-change-2000,285,220,0:01:34,15,31.25%,19.30%,335
/opendata.dc.gov/datasets/purchase-card-transactions,285,182,0:01:17,16,11.76%,15.09%,336
/opendata.dc.gov/datasets/6c18bb76d8644bc1bf53cac2d2199564_4,283,183,0:01:32,22,0.00%,18.73%,337
/opendata.dc.gov/datasets/crime-incidents-in-2015,282,229,0:01:23,11,16.67%,13.12%,338
/opendata.dc.gov/datasets/6443e0b5b2454e86a3208b8a38fdee84_34,281,126,0:01:00,60,8.70%,9.25%,339
/opendata.dc.gov/datasets/liquor-licenses,280,205,0:01:51,9,9.09%,17.86%,340
/opendata.dc.gov/datasets?keyword=mar2017,278,140,0:00:09,35,5.56%,3.60%,341
/opendata.dc.gov/datasets/010ac88c55b1409bb67c9270c8fc18b5_11,278,145,0:00:47,21,0.00%,8.99%,342
/opendata.dc.gov/datasets/aff6d1d7944a40b58e3f483c453fdcde_87,278,160,0:00:23,59,3.33%,5.04%,343
/opendata.dc.gov/datasets/community-gardens,278,195,0:02:25,2,50.00%,15.11%,344
/opendata.dc.gov/datasets/9e465c1e6dfd4605a7632ed5737644f3_11,276,159,0:00:59,14,18.75%,7.61%,345
"/opendata.dc.gov/datasets/c52ba95b5f05485282ff9b5f550fb380_27?geometry=-77.461,38.858,-76.582,39.018",275,135,0:00:02,112,0.88%,3.64%,346
/opendata.dc.gov/datasets/edfec5a1434848dc9faab79dd55c1e64_7,275,158,0:00:41,22,0.00%,6.91%,347
/opendata.dc.gov/datasets/1f2268711936426a88d12652b0e53ab1_32,274,169,0:00:33,40,7.50%,10.22%,348
/opendata.dc.gov/datasets/4919ca2fa0894de18e4752a5e16ca683_22,274,145,0:00:39,29,10.71%,9.12%,349
/opendata.dc.gov/datasets/34ae3d3c9752434a8c03aca5deb550eb_62,273,147,0:00:25,38,10.53%,9.16%,350
/opendata.dc.gov/datasets/fd7c1d709bca4a9295b6fa5ec7d62446_32,272,154,0:00:28,30,2.50%,6.99%,351
/opendata.dc.gov/datasets/10e58174831e49a2aebaa129cc1c3bd5_20,271,155,0:00:26,96,14.71%,17.34%,352
/opendata.dc.gov/datasets/2bb8375e31a94067a17911ea70f917ef_11,271,129,0:00:15,27,3.45%,4.80%,353
/opendata.dc.gov/datasets/integrated-tax-system-public-extract-facts,271,164,0:01:28,18,10.00%,11.44%,354
/opendata.dc.gov/datasets?page=2&q=utility,270,222,0:00:34,1,0.00%,7.41%,355
/opendata.dc.gov/datasets?page=4&q=property,270,212,0:00:30,2,0.00%,2.22%,356
/opendata.dc.gov/datasets/5637d4bb43a34668b19fe630120d2b70_4,270,173,0:01:07,72,17.39%,24.07%,357
/opendata.dc.gov/datasets/eebd0df4df87497a8ed18f47fba2dfcc_43,269,136,0:00:52,61,1.56%,12.27%,358
/opendata.dc.gov/datasets?q=mar2017,268,175,0:00:20,4,0.00%,4.85%,359
/opendata.dc.gov/datasets/96d66e4b061f4fe399242f86614c0449_13,268,166,0:02:14,33,16.67%,22.01%,360
/opendata.dc.gov/datasets?q=police,267,143,0:00:22,6,0.00%,2.62%,361
/opendata.dc.gov/datasets/dd571b8f95ac4077b3d4b90efe8dd13d_22,267,162,0:00:40,102,23.30%,23.22%,362
/opendata.dc.gov/datasets/hydrography-lines,267,214,0:01:14,2,20.00%,7.87%,363
/opendata.dc.gov/datasets/wards-by-population-2002,267,212,0:02:18,11,7.69%,13.11%,364
/opendata.dc.gov/datasets?q=business,265,179,0:00:22,14,46.15%,7.92%,365
/opendata.dc.gov/datasets?t=washington dc,265,205,0:00:22,1,0.00%,3.77%,366
/opendata.dc.gov/datasets/f1c50ea5db704ed39f753f16dff964af_6,265,145,0:00:49,17,10.53%,6.04%,367
/opendata.dc.gov/datasets/storm-sewer-system,265,202,0:01:39,4,0.00%,11.70%,368
/opendata.dc.gov/datasets?q=building footprints,264,215,0:00:16,12,0.00%,1.89%,369
/opendata.dc.gov/datasets/623fbbdcb31041278778f97aa033d262_0?uiTab=table,264,229,0:03:12,181,50.28%,46.59%,370
/opendata.dc.gov/datasets/683e671a380f45f29d7634c216c181f2_0,262,176,0:00:50,22,52.38%,12.98%,371
/opendata.dc.gov/datasets/efad2a2696164d2db65e6c16d426939e_95,262,140,0:00:56,70,22.86%,11.45%,372
/opendata.dc.gov/datasets?q=owner,261,168,0:00:16,6,0.00%,2.30%,373
"/opendata.dc.gov/datasets/eebd0df4df87497a8ed18f47fba2dfcc_43?geometry=-77.222,38.896,-76.896,38.936",261,175,0:00:46,133,2.22%,28.74%,374
/opendata.dc.gov/datasets/4c4d6b4defdf4561b737a594b6f2b0dd_23,260,120,0:00:14,30,0.00%,3.85%,375
/opendata.dc.gov/datasets/c17dc14f6a9a4d60a31cdeda310fe7ad_11,260,140,0:00:39,27,6.67%,5.00%,376
/opendata.dc.gov/datasets?q=nov2017,259,178,0:00:29,55,30.91%,10.81%,377
/opendata.dc.gov/datasets?q=bus,258,181,0:00:22,13,0.00%,3.10%,378
/opendata.dc.gov/datasets/4ac321b2d409438ebd76a6569ad94034_5?embed=true,258,222,0:01:32,0,0.00%,13.18%,379
/opendata.dc.gov/datasets/53b94fc3cfd94506a7eb82d9796fbbc1_76,258,128,0:01:13,38,2.22%,13.95%,380
/opendata.dc.gov/datasets/farmers-market-locations,258,201,0:01:42,5,14.29%,13.57%,381
/opendata.dc.gov/datasets?page=4&q=education,257,212,0:01:13,8,0.00%,12.06%,382
/opendata.dc.gov/datasets/af1c2b79ad6d4f8ab2da5a650912b06b_1,257,151,0:00:43,38,2.56%,8.95%,383
/opendata.dc.gov/datasets?page=7,255,206,0:00:37,7,42.86%,6.27%,384
/opendata.dc.gov/datasets?q=building permits,255,171,0:00:25,3,0.00%,5.88%,385
/opendata.dc.gov/datasets/police-service-areas,255,199,0:02:00,14,25.00%,29.02%,386
/opendata.dc.gov/datasets/2cc7c37a61554ad181c6356023c8532c_13,254,142,0:00:23,39,16.67%,10.24%,387
/opendata.dc.gov/datasets?page=2&q=planning,253,186,0:00:26,3,33.33%,2.37%,388
/opendata.dc.gov/datasets/dd7c7a92659b4f4a8971e9addacbf2db_51,253,133,0:00:27,47,4.44%,8.30%,389
/opendata.dc.gov/datasets/record-lots,253,186,0:01:50,2,50.00%,13.83%,390
/opendata.dc.gov/datasets/1b66071402114f3c82188084d0435c29_25,252,174,0:00:26,28,25.00%,9.52%,391
/opendata.dc.gov/datasets/3c8c90b33dbe41cd965634dda58dfd80_7,252,129,0:00:25,42,7.14%,4.76%,392
/opendata.dc.gov/datasets/96bb7f56588c4d4595933c0ba772b3cb_1,252,125,0:00:08,53,1.75%,7.14%,393
/opendata.dc.gov/datasets/c8cacaa7f74944d19a9941bc7bdee1a2_61?embed=true,251,224,0:01:42,0,0.00%,25.10%,394
/opendata.dc.gov/datasets/d5f6fbd97d244e1c9dbc42f6440ca09b_3,251,135,0:00:23,66,13.43%,11.55%,395
/opendata.dc.gov/datasets/impervious-surface-2015,251,188,0:02:25,15,5.88%,17.13%,396
/opendata.dc.gov/datasets?page=6&q=transportation,250,205,0:00:15,2,0.00%,1.20%,397
/opendata.dc.gov/datasets/071aa9b40a1a4b38a938f8f5058068a8_18,250,238,0:02:57,203,67.65%,61.60%,398
/opendata.dc.gov/?mapSize=map-maximize,249,96,0:00:19,8,12.50%,6.83%,399
/opendata.dc.gov/datasets/b134de8f8eaa49499715a38ba97673c8_5,249,128,0:00:37,39,0.00%,4.42%,400
/opendata.dc.gov/datasets?q=purchase orders,248,158,0:00:35,9,25.00%,6.45%,401
/opendata.dc.gov/datasets?page=5&q=environment,247,167,0:00:16,0,0.00%,1.21%,402
/opendata.dc.gov/datasets/14dbcff647a64334b4c84cdb21f962d5_91,247,145,0:00:33,72,15.28%,12.55%,403
/opendata.dc.gov/datasets/818f83a0e6304b81b2f6639782f20b6d_25,247,131,0:00:33,84,17.86%,17.81%,404
/opendata.dc.gov/datasets/9e102552d36b44039dd1598cd6209e5d_80,247,138,0:01:10,12,0.00%,10.12%,405
/opendata.dc.gov/datasets/common-ownership-lots,247,202,0:03:34,15,35.29%,26.32%,406
/opendata.dc.gov/datasets?q=parcels,246,128,0:00:25,4,0.00%,3.25%,407
/opendata.dc.gov/datasets/14faf3d4bfbe4ca4a713bf203a985151_0,246,131,0:00:29,70,5.63%,9.76%,408
/opendata.dc.gov/datasets?q=streets,245,180,0:00:30,10,0.00%,6.94%,409
/opendata.dc.gov/datasets/31ccad579ec449938c13a0ac82c9f46e_16,245,116,0:00:19,20,10.00%,4.08%,410
/opendata.dc.gov/datasets/computer-assisted-mass-appraisal-residential/data,245,167,0:01:30,12,18.18%,9.80%,411
/opendata.dc.gov/datasets?q=public schools,244,191,0:00:17,6,0.00%,2.05%,412
/opendata.dc.gov/datasets/police-districts,244,192,0:01:29,2,0.00%,17.21%,413
/opendata.dc.gov/datasets/sidewalks,244,209,0:01:23,8,22.22%,16.80%,414
/opendata.dc.gov/datasets/speed-camera,244,175,0:01:32,13,35.71%,29.92%,415
/opendata.dc.gov/datasets/crime-incidents-in-2013,243,201,0:01:07,40,39.53%,21.40%,416
/opendata.dc.gov/datasets/e0d93774f3e4453cbc61f256b1080383_29,243,148,0:00:30,23,19.23%,8.23%,417
/opendata.dc.gov/datasets/a37de99f786e448682aafe05a0c98baa_13,242,133,0:00:29,13,8.33%,6.61%,418
/opendata.dc.gov/datasets/property-sale-points-retired,242,172,0:01:03,3,66.67%,9.50%,419
/opendata.dc.gov/datasets?q=crime incidents,240,123,0:00:40,28,14.81%,11.67%,420
/opendata.dc.gov/datasets/111b31a212814aad9320d301ccf9d6a9_20,240,136,0:00:46,22,35.00%,11.25%,421
/opendata.dc.gov/datasets/3089fba695824861834c205a81eefda5_55,240,129,0:00:19,29,11.11%,6.67%,422
/opendata.dc.gov/datasets/capital-bike-share-locations/data,240,186,0:02:54,19,13.64%,33.33%,423
/opendata.dc.gov/datasets?keyword=feb2017,239,112,0:00:01,3,0.00%,0.00%,424
/opendata.dc.gov/datasets?page=2&q=water,239,173,0:00:34,1,0.00%,2.93%,425
/opendata.dc.gov/datasets?page=5&q=property,239,181,0:00:33,2,33.33%,2.93%,426
/opendata.dc.gov/datasets/a82537b01c2141558ba5e9e13224d395_4,238,144,0:00:46,15,28.57%,9.24%,427
/opendata.dc.gov/datasets?q=police stations,237,189,0:00:08,2,0.00%,1.27%,428
/opendata.dc.gov/datasets/advisory-neighborhood-commissions-from-2013,237,191,0:01:53,7,28.57%,27.85%,429
/opendata.dc.gov/datasets/camera-enforcement-locations,237,175,0:01:36,19,0.00%,11.39%,430
/opendata.dc.gov/datasets/crime-incidents-in-the-last-30-days,237,183,0:02:59,21,39.13%,42.19%,431
/opendata.dc.gov/datasets/transportation-study-areas,237,176,0:00:54,5,0.00%,5.06%,432
/opendata.dc.gov/datasets?page=2&q=crime,235,177,0:00:41,3,0.00%,5.53%,433
/opendata.dc.gov/datasets?q=river,235,123,0:00:33,7,0.00%,3.40%,434
/opendata.dc.gov/datasets/850232079ec241d187828ed1bf079123_55,235,131,0:01:01,40,8.11%,5.96%,435
/opendata.dc.gov/datasets/317d0acf15c943f78dc4d8ec428edbcc_15,233,122,0:00:42,32,5.56%,10.73%,436
/opendata.dc.gov/datasets/5d45a78e45c54b54a5b0a2bb2a77dfca_3,233,126,0:00:39,9,0.00%,3.43%,437
/opendata.dc.gov/datasets/public-housing-areas,233,188,0:02:15,3,33.33%,10.30%,438
/opendata.dc.gov/datasets/dc3dc5310f1f4be7a1fa6cde59b564df_62,232,126,0:01:11,17,2.78%,11.64%,439
/opendata.dc.gov/datasets/city-service-requests-in-2014,231,181,0:03:00,6,37.50%,28.14%,440
/opendata.dc.gov/datasets/f6483e75c41a4149a334a62abf47ab78_64,231,121,0:00:38,17,11.11%,9.09%,441
/opendata.dc.gov/datasets?page=3&q=structure,230,163,0:00:13,2,0.00%,1.74%,442
/opendata.dc.gov/datasets?page=4&q=economic,229,167,0:00:21,2,100.00%,4.37%,443
/opendata.dc.gov/datasets/a0823c94029942118c05989ae6949850_31,227,139,0:00:49,28,6.25%,6.61%,444
/opendata.dc.gov/datasets/real-property-tax-assessment-sub-neighborhoods,227,172,0:01:07,37,17.95%,18.50%,445
/opendata.dc.gov/datasets/fire-stations,226,188,0:01:34,2,50.00%,15.49%,446
/opendata.dc.gov/datasets/5b0b6b13ef894b8da62e6bd458d907b3_35,225,119,0:01:21,15,5.26%,8.00%,447
/opendata.dc.gov/datasets/address-and-square-suffix-lot-cross-reference,224,156,0:00:52,3,33.33%,8.04%,448
/opendata.dc.gov/datasets/building-energy-benchmarks,224,160,0:01:58,22,4.55%,13.84%,449
/opendata.dc.gov/datasets/child-development-centers,224,174,0:01:22,13,6.25%,11.61%,450
/opendata.dc.gov/datasets?q=right of way,223,137,0:00:20,42,0.00%,3.14%,451
/opendata.dc.gov/datasets?q=waterbodies,223,184,0:00:16,4,0.00%,2.69%,452
/opendata.dc.gov/datasets/265c6f0ad9ff4bfcac6a582d3ab90a46_86,223,118,0:00:56,71,9.46%,12.11%,453
/opendata.dc.gov/datasets/65b97e8d1f194cdca97fd6219433e142_0,223,134,0:01:18,25,12.50%,5.38%,454
/opendata.dc.gov/datasets/supermarket-tax-incentives,223,163,0:02:15,15,26.67%,16.14%,455
/opendata.dc.gov/datasets?keyword=historic&page=2&sort_by=updated_at,222,105,0:00:43,105,0.00%,47.30%,456
/opendata.dc.gov/datasets/4589d3e500404dc5a648dcdf3bc2732e_29,222,121,0:00:29,12,10.00%,4.05%,457
/opendata.dc.gov/datasets?q=restaurant,219,164,0:00:23,9,14.29%,7.31%,458
/opendata.dc.gov/datasets/27221bef23ed4f5aa6e8e51d51edede9_19,219,147,0:01:05,15,7.69%,8.68%,459
/opendata.dc.gov/datasets?page=2&q=imagery,218,175,0:00:34,1,100.00%,11.47%,460
/opendata.dc.gov/datasets/1d7a3530519c4837b18c2452ab22e480_118,218,119,0:00:29,69,18.31%,16.06%,461
/opendata.dc.gov/datasets/2ccac3f2585f487c9d14919d02d66740_13,218,120,0:00:37,20,18.18%,8.72%,462
/opendata.dc.gov/datasets/crime-incidents-in-2011,218,186,0:00:59,13,16.67%,17.89%,463
/opendata.dc.gov/datasets?q=buildings,217,172,0:00:15,5,0.00%,5.53%,464
/opendata.dc.gov/datasets/5fa2e43557f7484d89aac9e1e76158c9_10,217,129,0:01:19,17,5.00%,9.22%,465
/opendata.dc.gov/datasets/cultural-areas,217,169,0:00:42,1,0.00%,9.22%,466
/opendata.dc.gov/datasets/d17165adac694dce9cc2469cea415dac_19,217,119,0:00:40,14,25.00%,4.15%,467
/opendata.dc.gov/datasets/zip-codes,217,178,0:02:43,28,42.86%,32.72%,468
/opendata.dc.gov/datasets?q=cama,216,138,0:00:42,9,16.67%,4.63%,469
/opendata.dc.gov/datasets/crime-incidents-in-2017/geoservice,216,163,0:02:09,27,10.26%,18.98%,470
/opendata.dc.gov/datasets/81c9beb302d34a0390de0513a5dcc1a3_11,215,128,0:00:36,22,8.70%,7.91%,471
/opendata.dc.gov/datasets/basic-business-license-in-2017,215,164,0:01:31,15,29.41%,13.95%,472
/opendata.dc.gov/datasets/universities-and-colleges,215,178,0:01:31,1,0.00%,13.95%,473
/opendata.dc.gov/datasets/0ac4302b2e354fad986f07199e73a19e_37,214,102,0:00:39,46,0.00%,7.01%,474
/opendata.dc.gov/datasets/84ab8b676a384c339062b53dca3bdfa2_41,214,140,0:01:03,17,20.00%,11.68%,475
/opendata.dc.gov/datasets?page=2&q=cultural,213,171,0:00:14,1,0.00%,2.82%,476
/opendata.dc.gov/datasets?page=2&q=financials,213,150,0:00:22,2,0.00%,2.82%,477
/opendata.dc.gov/datasets?q=grocery store locations,213,175,0:00:13,6,0.00%,3.76%,478
/opendata.dc.gov/datasets/neighborhood-clusters/data,213,167,0:02:31,8,12.50%,15.96%,479
/opendata.dc.gov/datasets/urban-forestry-street-trees/data,213,171,0:02:31,6,14.29%,23.47%,480
/opendata.dc.gov/datasets?q=parcel lots,212,151,0:00:39,4,0.00%,4.25%,481
/opendata.dc.gov/datasets/67da6b571c5e41ec8c21b5ce54080434_1,212,118,0:00:26,82,12.20%,22.64%,482
/opendata.dc.gov/datasets?page=2&q=recreation,211,149,0:00:32,1,0.00%,4.74%,483
/opendata.dc.gov/datasets?page=8,211,165,0:00:16,1,0.00%,1.90%,484
/opendata.dc.gov/datasets/a4a0ebffdd37470fbcb3d33426e35de6_12,211,123,0:00:30,24,15.38%,5.69%,485
/opendata.dc.gov/datasets/owner-points-all-fields,211,143,0:01:05,8,0.00%,7.11%,486
/opendata.dc.gov/datasets?page=6&q=property,210,156,0:00:23,1,0.00%,6.19%,487
/opendata.dc.gov/datasets?page=7&q=transportation,210,175,0:00:18,0,0.00%,0.95%,488
/opendata.dc.gov/datasets?q=affordable housing,210,185,0:00:29,7,0.00%,1.90%,489
/opendata.dc.gov/datasets/7c45f7875cc84cad9dc2375c21858f95_49,210,126,0:01:05,24,21.43%,11.90%,490
/opendata.dc.gov/datasets/building-footprints/data,210,172,0:02:08,10,30.00%,16.67%,491
/opendata.dc.gov/datasets/parcel-lot-points,210,164,0:00:37,3,0.00%,4.29%,492
/opendata.dc.gov/datasets?q=crime&sort_by=relevance,209,116,0:00:49,57,8.96%,11.48%,493
/opendata.dc.gov/datasets/8986ebe04f554892aa76b95b284c4942_3,209,108,0:00:20,17,11.76%,4.78%,494
/opendata.dc.gov/datasets/b24aa2b089e5431eb360458c44ca13b4_3,208,109,0:00:29,41,11.63%,5.77%,495
/opendata.dc.gov/datasets/computer-assisted-mass-appraisal-commercial,208,148,0:01:17,14,35.71%,15.38%,496
/opendata.dc.gov/datasets/20ec5862d8f14bcbb9bf14f79c311406_15,207,118,0:00:30,22,12.50%,5.80%,497
/opendata.dc.gov/datasets?q=Financials&sort_by=relevance,205,182,0:01:17,5,80.00%,28.29%,498
/opendata.dc.gov/datasets/5577b6a4f5c9426894a70982eb4f9905_37,205,104,0:00:58,22,7.14%,12.20%,499
/opendata.dc.gov/datasets?q=DCGIS,204,99,0:00:26,61,3.23%,5.39%,500
/opendata.dc.gov/datasets?q=washington dc,204,159,0:00:21,5,50.00%,5.88%,501
/opendata.dc.gov/datasets?sort=-updatedAt,204,133,0:00:22,0,0.00%,3.43%,502
/opendata.dc.gov/datasets/1e94ce65859548b2bc0b52ea6688ad51_0,204,112,0:01:00,33,17.14%,19.12%,503
/opendata.dc.gov/datasets/c07b6b2053ed4ba8b939b581e3288a4d_23,204,118,0:00:34,17,10.00%,7.35%,504
